experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_034,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change this setting.
real_llama4maverick_50,run_034,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change this setting.
real_llama4maverick_50,run_034,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate.
real_llama4maverick_50,run_034,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_034,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate.
real_llama4maverick_50,run_034,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=20 U,"Max IOB may be too high, risking excessive insulin."
real_llama4maverick_50,run_034,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Sensitivity settings are generally appropriate.
real_llama4maverick_50,run_034,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings are generally appropriate.
real_llama4maverick_50,run_035,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,Basal rate analysis.
real_llama4maverick_50,run_035,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_035,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence for change.
real_llama4maverick_50,run_035,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_035,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence for change.
real_llama4maverick_50,run_035,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence for change.
real_llama4maverick_50,run_035,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_035,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence for change.
real_llama4maverick_50,run_035,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence for change.
real_llama4maverick_50,run_035,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence for change.
real_llama4maverick_50,run_035,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence for change.
real_llama4maverick_50,run_035,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence for change.
real_llama4maverick_50,run_035,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence for change.
real_llama4maverick_50,run_035,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change.
real_llama4maverick_50,run_035,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence for change.
real_llama4maverick_50,run_035,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change.
real_llama4maverick_50,run_035,profile.dia,profile,True,10 h,keep,10 h,No strong evidence for change.
real_llama4maverick_50,run_035,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,No strong evidence for change.
real_llama4maverick_50,run_035,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No strong evidence for change.
real_llama4maverick_50,run_035,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No strong evidence for change.
real_llama4maverick_50,run_035,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,No strong evidence for change.
real_llama4maverick_50,run_035,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No strong evidence for change.
real_llama4maverick_50,run_035,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence for change.
real_llama4maverick_50,run_036,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems appropriate. Evidence: basal segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR setting seems appropriate. Evidence: CR segment setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR setting seems appropriate. Evidence: CR segment setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR setting seems appropriate. Evidence: CR segment setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR setting seems appropriate. Evidence: CR segment setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR setting seems appropriate. Evidence: CR segment setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.dia,profile,True,10 h,keep,10 h,DIA setting seems appropriate. Evidence: DIA setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF setting seems appropriate. Evidence: ISF segment setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_036,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target setting seems appropriate. Evidence: target segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target setting seems appropriate. Evidence: target segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target setting seems appropriate. Evidence: target segment setting. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_036,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM settings seem appropriate. Evidence: SMB/UAM settings. Uncertainty: Medium. Dependencies: automation_smb_uam.
real_llama4maverick_50,run_036,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions seem appropriate. Evidence: SMB activation settings. Uncertainty: Medium. Dependencies: automation_smb_uam.
real_llama4maverick_50,run_036,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings seem appropriate. Evidence: SMB delivery settings. Uncertainty: Medium. Dependencies: automation_smb_uam.
real_llama4maverick_50,run_036,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,High max IOB poses a risk of excessive insulin dosing. Evidence: max IOB setting. Uncertainty: High. Dependencies: automation_sensitivity_limits.
real_llama4maverick_50,run_036,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Autosens and Dynamic ISF settings seem appropriate. Evidence: Autosens and Dynamic ISF settings. Uncertainty: Medium. Dependencies: automation_sensitivity_limits.
real_llama4maverick_50,run_036,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings seem appropriate. Evidence: carb absorption settings. Uncertainty: Low. Dependencies: meal_ecarbs_absorption.
real_llama4maverick_50,run_037,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_037,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR is generally appropriate.
real_llama4maverick_50,run_037,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR is generally appropriate.
real_llama4maverick_50,run_037,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR is generally appropriate.
real_llama4maverick_50,run_037,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR is generally appropriate.
real_llama4maverick_50,run_037,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR is generally appropriate.
real_llama4maverick_50,run_037,profile.dia,profile,True,10 h,keep,10 h,DIA is generally appropriate.
real_llama4maverick_50,run_037,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF is generally appropriate.
real_llama4maverick_50,run_037,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_037,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_037,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_037,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model is generally appropriate.
real_llama4maverick_50,run_037,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Sensitivity settings are generally appropriate.
real_llama4maverick_50,run_037,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_037,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate.
real_llama4maverick_50,run_037,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate.
real_llama4maverick_50,run_037,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,"{""max_iob_units"": 15}",High max IOB may contribute to hypoglycemia risk.
real_llama4maverick_50,run_038,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Glucose variability, evidence from basal_targets analysis."
real_llama4maverick_50,run_038,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
real_llama4maverick_50,run_038,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence for change.
real_llama4maverick_50,run_038,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change.
